fixture,type,department,section,shelf,facing,x,y,depth,width
G3,Gondola run,Sales floor,2,5,2,34,28.00,4,
G3,Gondola run,Sales floor,2,5,3,34,28.00,4,
G3,Gondola run,Sales floor,3,1,1,34,32.00,4,
G3,Gondola run,Sales floor,3,1,2,34,32.00,4,
G3,Gondola run,Sales floor,3,1,3,34,32.00,4,
G3,Gondola run,Sales floor,3,2,1,34,32.00,4,
G3,Gondola run,Sales floor,3,2,2,34,32.00,4,
G3,Gondola run,Sales floor,3,2,3,34,32.00,4,
G3,Gondola run,Sales floor,3,3,1,34,32.00,4,
G3,Gondola run,Sales floor,3,3,2,34,32.00,4,
G3,Gondola run,Sales floor,3,3,3,34,32.00,4,
G3,Gondola run,Sales floor,3,4,1,34,32.00,4,
G3,Gondola run,Sales floor,3,4,2,34,32.00,4,
G3,Gondola run,Sales floor,3,4,3,34,32.00,4,
G3,Gondola run,Sales floor,3,5,1,34,32.00,4,
G3,Gondola run,Sales floor,3,5,2,34,32.00,4,
G3,Gondola run,Sales floor,3,5,3,34,32.00,4,
G3,Gondola run,Sales floor,4,1,1,34,36.00,4,
G3,Gondola run,Sales floor,4,1,2,34,36.00,4,
G3,Gondola run,Sales floor,4,1,3,34,36.00,4,
G3,Gondola run,Sales floor,4,2,1,34,36.00,4,
G3,Gondola run,Sales floor,4,2,2,34,36.00,4,
G3,Gondola run,Sales floor,4,2,3,34,36.00,4,
G3,Gondola run,Sales floor,4,3,1,34,36.00,4,
G3,Gondola run,Sales floor,4,3,2,34,36.00,4,
G3,Gondola run,Sales floor,4,3,3,34,36.00,4,
G3,Gondola run,Sales floor,4,4,1,34,36.00,4,
G3,Gondola run,Sales floor,4,4,2,34,36.00,4,
G3,Gondola run,Sales floor,4,4,3,34,36.00,4,
G3,Gondola run,Sales floor,4,5,1,34,36.00,4,
G3,Gondola run,Sales floor,4,5,2,34,36.00,4,
G3,Gondola run,Sales floor,4,5,3,34,36.00,4,
G3,Gondola run,Sales floor,5,1,1,34,40.00,4,
G3,Gondola run,Sales floor,5,1,2,34,40.00,4,
G3,Gondola run,Sales floor,5,1,3,34,40.00,4,
G3,Gondola run,Sales floor,5,2,1,34,40.00,4,
G3,Gondola run,Sales floor,5,2,2,34,40.00,4,
G3,Gondola run,Sales floor,5,2,3,34,40.00,4,
G3,Gondola run,Sales floor,5,3,1,34,40.00,4,
G3,Gondola run,Sales floor,5,3,2,34,40.00,4,
G3,Gondola run,Sales floor,5,3,3,34,40.00,4,
G3,Gondola run,Sales floor,5,4,1,34,40.00,4,
G3,Gondola run,Sales floor,5,4,2,34,40.00,4,
G3,Gondola run,Sales floor,5,4,3,34,40.00,4,
G3,Gondola run,Sales floor,5,5,1,34,40.00,4,
G3,Gondola run,Sales floor,5,5,2,34,40.00,4,
G3,Gondola run,Sales floor,5,5,3,34,40.00,4,
G3,Gondola run,Sales floor,6,1,1,34,44.00,4,
G3,Gondola run,Sales floor,6,1,2,34,44.00,4,
G3,Gondola run,Sales floor,6,1,3,34,44.00,4,
G3,Gondola run,Sales floor,6,2,1,34,44.00,4,
G3,Gondola run,Sales floor,6,2,2,34,44.00,4,
G3,Gondola run,Sales floor,6,2,3,34,44.00,4,
G3,Gondola run,Sales floor,6,3,1,34,44.00,4,
G3,Gondola run,Sales floor,6,3,2,34,44.00,4,
G3,Gondola run,Sales floor,6,3,3,34,44.00,4,
G3,Gondola run,Sales floor,6,4,1,34,44.00,4,
G3,Gondola run,Sales floor,6,4,2,34,44.00,4,
G3,Gondola run,Sales floor,6,4,3,34,44.00,4,
G3,Gondola run,Sales floor,6,5,1,34,44.00,4,
G3,Gondola run,Sales floor,6,5,2,34,44.00,4,
G3,Gondola run,Sales floor,6,5,3,34,44.00,4,
G3,Gondola run,Sales floor,7,1,1,34,48.00,4,
G3,Gondola run,Sales floor,7,1,2,34,48.00,4,
G3,Gondola run,Sales floor,7,1,3,34,48.00,4,
G3,Gondola run,Sales floor,7,2,1,34,48.00,4,
G3,Gondola run,Sales floor,7,2,2,34,48.00,4,
G3,Gondola run,Sales floor,7,2,3,34,48.00,4,
G3,Gondola run,Sales floor,7,3,1,34,48.00,4,
G3,Gondola run,Sales floor,7,3,2,34,48.00,4,
G3,Gondola run,Sales floor,7,3,3,34,48.00,4,
G3,Gondola run,Sales floor,7,4,1,34,48.00,4,
G3,Gondola run,Sales floor,7,4,2,34,48.00,4,
G3,Gondola run,Sales floor,7,4,3,34,48.00,4,
G3,Gondola run,Sales floor,7,5,1,34,48.00,4,
G3,Gondola run,Sales floor,7,5,2,34,48.00,4,
G3,Gondola run,Sales floor,7,5,3,34,48.00,4,
G3,Gondola run,Sales floor,8,1,1,34,52.00,4,
G3,Gondola run,Sales floor,8,1,2,34,52.00,4,
G3,Gondola run,Sales floor,8,1,3,34,52.00,4,
G3,Gondola run,Sales floor,8,2,1,34,52.00,4,
G3,Gondola run,Sales floor,8,2,2,34,52.00,4,
G3,Gondola run,Sales floor,8,2,3,34,52.00,4,
G3,Gondola run,Sales floor,8,3,1,34,52.00,4,
G3,Gondola run,Sales floor,8,3,2,34,52.00,4,
G3,Gondola run,Sales floor,8,3,3,34,52.00,4,
G3,Gondola run,Sales floor,8,4,1,34,52.00,4,
G3,Gondola run,Sales floor,8,4,2,34,52.00,4,
G3,Gondola run,Sales floor,8,4,3,34,52.00,4,
G3,Gondola run,Sales floor,8,5,1,34,52.00,4,
G3,Gondola run,Sales floor,8,5,2,34,52.00,4,
G3,Gondola run,Sales floor,8,5,3,34,52.00,4,
G3,Gondola run,Sales floor,9,1,1,34,56.00,4,
G3,Gondola run,Sales floor,9,1,2,34,56.00,4,
G3,Gondola run,Sales floor,9,1,3,34,56.00,4,
G3,Gondola run,Sales floor,9,2,1,34,56.00,4,
G3,Gondola run,Sales floor,9,2,2,34,56.00,4,
G3,Gondola run,Sales floor,9,2,3,34,56.00,4,
G3,Gondola run,Sales floor,9,3,1,34,56.00,4,
G3,Gondola run,Sales floor,9,3,2,34,56.00,4,
G3,Gondola run,Sales floor,9,3,3,34,56.00,4,
G3,Gondola run,Sales floor,9,4,1,34,56.00,4,
G3,Gondola run,Sales floor,9,4,2,34,56.00,4,
G3,Gondola run,Sales floor,9,4,3,34,56.00,4,
G3,Gondola run,Sales floor,9,5,1,34,56.00,4,
G3,Gondola run,Sales floor,9,5,2,34,56.00,4,
G3,Gondola run,Sales floor,9,5,3,34,56.00,4,
G4,Gondola run,Sales floor,1,1,1,44,24.00,4,
G4,Gondola run,Sales floor,1,1,2,44,24.00,4,
G4,Gondola run,Sales floor,1,1,3,44,24.00,4,
G4,Gondola run,Sales floor,1,2,1,44,24.00,4,
G4,Gondola run,Sales floor,1,2,2,44,24.00,4,
G4,Gondola run,Sales floor,1,2,3,44,24.00,4,
G4,Gondola run,Sales floor,1,3,1,44,24.00,4,
G4,Gondola run,Sales floor,1,3,2,44,24.00,4,
G4,Gondola run,Sales floor,1,3,3,44,24.00,4,
G4,Gondola run,Sales floor,1,4,1,44,24.00,4,
G4,Gondola run,Sales floor,1,4,2,44,24.00,4,
G4,Gondola run,Sales floor,1,4,3,44,24.00,4,
G4,Gondola run,Sales floor,1,5,1,44,24.00,4,
G4,Gondola run,Sales floor,1,5,2,44,24.00,4,
G4,Gondola run,Sales floor,1,5,3,44,24.00,4,
G4,Gondola run,Sales floor,2,1,1,44,28.00,4,
G4,Gondola run,Sales floor,2,1,2,44,28.00,4,
G4,Gondola run,Sales floor,2,1,3,44,28.00,4,
G4,Gondola run,Sales floor,2,2,1,44,28.00,4,
G4,Gondola run,Sales floor,2,2,2,44,28.00,4,
G4,Gondola run,Sales floor,2,2,3,44,28.00,4,
G4,Gondola run,Sales floor,2,3,1,44,28.00,4,
G4,Gondola run,Sales floor,2,3,2,44,28.00,4,
G4,Gondola run,Sales floor,2,3,3,44,28.00,4,
G4,Gondola run,Sales floor,2,4,1,44,28.00,4,
G4,Gondola run,Sales floor,2,4,2,44,28.00,4,
G4,Gondola run,Sales floor,2,4,3,44,28.00,4,
G4,Gondola run,Sales floor,2,5,1,44,28.00,4,
G4,Gondola run,Sales floor,2,5,2,44,28.00,4,
G4,Gondola run,Sales floor,2,5,3,44,28.00,4,
G4,Gondola run,Sales floor,3,1,1,44,32.00,4,
G4,Gondola run,Sales floor,3,1,2,44,32.00,4,
G4,Gondola run,Sales floor,3,1,3,44,32.00,4,
G4,Gondola run,Sales floor,3,2,1,44,32.00,4,
G4,Gondola run,Sales floor,3,2,2,44,32.00,4,
G4,Gondola run,Sales floor,3,2,3,44,32.00,4,
G4,Gondola run,Sales floor,3,3,1,44,32.00,4,
G4,Gondola run,Sales floor,3,3,2,44,32.00,4,
G4,Gondola run,Sales floor,3,3,3,44,32.00,4,
G4,Gondola run,Sales floor,3,4,1,44,32.00,4,
G4,Gondola run,Sales floor,3,4,2,44,32.00,4,
G4,Gondola run,Sales floor,3,4,3,44,32.00,4,
G4,Gondola run,Sales floor,3,5,1,44,32.00,4,
G4,Gondola run,Sales floor,3,5,2,44,32.00,4,
G4,Gondola run,Sales floor,3,5,3,44,32.00,4,
G4,Gondola run,Sales floor,4,1,1,44,36.00,4,
G4,Gondola run,Sales floor,4,1,2,44,36.00,4,
G4,Gondola run,Sales floor,4,1,3,44,36.00,4,
G4,Gondola run,Sales floor,4,2,1,44,36.00,4,
G4,Gondola run,Sales floor,4,2,2,44,36.00,4,
G4,Gondola run,Sales floor,4,2,3,44,36.00,4,
G4,Gondola run,Sales floor,4,3,1,44,36.00,4,
G4,Gondola run,Sales floor,4,3,2,44,36.00,4,
G4,Gondola run,Sales floor,4,3,3,44,36.00,4,
G4,Gondola run,Sales floor,4,4,1,44,36.00,4,
G4,Gondola run,Sales floor,4,4,2,44,36.00,4,
G4,Gondola run,Sales floor,4,4,3,44,36.00,4,
G4,Gondola run,Sales floor,4,5,1,44,36.00,4,
G4,Gondola run,Sales floor,4,5,2,44,36.00,4,
G4,Gondola run,Sales floor,4,5,3,44,36.00,4,
G4,Gondola run,Sales floor,5,1,1,44,40.00,4,
G4,Gondola run,Sales floor,5,1,2,44,40.00,4,
G4,Gondola run,Sales floor,5,1,3,44,40.00,4,
G4,Gondola run,Sales floor,5,2,1,44,40.00,4,
G4,Gondola run,Sales floor,5,2,2,44,40.00,4,
G4,Gondola run,Sales floor,5,2,3,44,40.00,4,
G4,Gondola run,Sales floor,5,3,1,44,40.00,4,
G4,Gondola run,Sales floor,5,3,2,44,40.00,4,
G4,Gondola run,Sales floor,5,3,3,44,40.00,4,
G4,Gondola run,Sales floor,5,4,1,44,40.00,4,
G4,Gondola run,Sales floor,5,4,2,44,40.00,4,
G4,Gondola run,Sales floor,5,4,3,44,40.00,4,
G4,Gondola run,Sales floor,5,5,1,44,40.00,4,
G4,Gondola run,Sales floor,5,5,2,44,40.00,4,
G4,Gondola run,Sales floor,5,5,3,44,40.00,4,
G4,Gondola run,Sales floor,6,1,1,44,44.00,4,
G4,Gondola run,Sales floor,6,1,2,44,44.00,4,
G4,Gondola run,Sales floor,6,1,3,44,44.00,4,
G4,Gondola run,Sales floor,6,2,1,44,44.00,4,
G4,Gondola run,Sales floor,6,2,2,44,44.00,4,
G4,Gondola run,Sales floor,6,2,3,44,44.00,4,
G4,Gondola run,Sales floor,6,3,1,44,44.00,4,
G4,Gondola run,Sales floor,6,3,2,44,44.00,4,
G4,Gondola run,Sales floor,6,3,3,44,44.00,4,
G4,Gondola run,Sales floor,6,4,1,44,44.00,4,
G4,Gondola run,Sales floor,6,4,2,44,44.00,4,
G4,Gondola run,Sales floor,6,4,3,44,44.00,4,
G4,Gondola run,Sales floor,6,5,1,44,44.00,4,
G4,Gondola run,Sales floor,6,5,2,44,44.00,4,
G4,Gondola run,Sales floor,6,5,3,44,44.00,4,
G4,Gondola run,Sales floor,7,1,1,44,48.00,4,
G4,Gondola run,Sales floor,7,1,2,44,48.00,4,
G4,Gondola run,Sales floor,7,1,3,44,48.00,4,
G4,Gondola run,Sales floor,7,2,1,44,48.00,4,
G4,Gondola run,Sales floor,7,2,2,44,48.00,4,
G4,Gondola run,Sales floor,7,2,3,44,48.00,4,
G4,Gondola run,Sales floor,7,3,1,44,48.00,4,
G4,Gondola run,Sales floor,7,3,2,44,48.00,4,
G4,Gondola run,Sales floor,7,3,3,44,48.00,4,
G4,Gondola run,Sales floor,7,4,1,44,48.00,4,
G4,Gondola run,Sales floor,7,4,2,44,48.00,4,
G4,Gondola run,Sales floor,7,4,3,44,48.00,4,
G4,Gondola run,Sales floor,7,5,1,44,48.00,4,
G4,Gondola run,Sales floor,7,5,2,44,48.00,4,
G4,Gondola run,Sales floor,7,5,3,44,48.00,4,
G4,Gondola run,Sales floor,8,1,1,44,52.00,4,
G4,Gondola run,Sales floor,8,1,2,44,52.00,4,
G4,Gondola run,Sales floor,8,1,3,44,52.00,4,
G4,Gondola run,Sales floor,8,2,1,44,52.00,4,
G4,Gondola run,Sales floor,8,2,2,44,52.00,4,
G4,Gondola run,Sales floor,8,2,3,44,52.00,4,
G4,Gondola run,Sales floor,8,3,1,44,52.00,4,
G4,Gondola run,Sales floor,8,3,2,44,52.00,4,
G4,Gondola run,Sales floor,8,3,3,44,52.00,4,
G4,Gondola run,Sales floor,8,4,1,44,52.00,4,
G4,Gondola run,Sales floor,8,4,2,44,52.00,4,
G4,Gondola run,Sales floor,8,4,3,44,52.00,4,
G4,Gondola run,Sales floor,8,5,1,44,52.00,4,
G4,Gondola run,Sales floor,8,5,2,44,52.00,4,
G4,Gondola run,Sales floor,8,5,3,44,52.00,4,
G4,Gondola run,Sales floor,9,1,1,44,56.00,4,
G4,Gondola run,Sales floor,9,1,2,44,56.00,4,
G4,Gondola run,Sales floor,9,1,3,44,56.00,4,
G4,Gondola run,Sales floor,9,2,1,44,56.00,4,
G4,Gondola run,Sales floor,9,2,2,44,56.00,4,
G4,Gondola run,Sales floor,9,2,3,44,56.00,4,
G4,Gondola run,Sales floor,9,3,1,44,56.00,4,
G4,Gondola run,Sales floor,9,3,2,44,56.00,4,
G4,Gondola run,Sales floor,9,3,3,44,56.00,4,
G4,Gondola run,Sales floor,9,4,1,44,56.00,4,
G4,Gondola run,Sales floor,9,4,2,44,56.00,4,
G4,Gondola run,Sales floor,9,4,3,44,56.00,4,
G4,Gondola run,Sales floor,9,5,1,44,56.00,4,
G4,Gondola run,Sales floor,9,5,2,44,56.00,4,
G4,Gondola run,Sales floor,9,5,3,44,56.00,4,
G1-EF,Endcap,Sales floor,1,1,1,14,20.75,4,
G1-EF,Endcap,Sales floor,1,1,2,14,20.75,4,
G1-EF,Endcap,Sales floor,1,1,3,14,20.75,4,
G1-EF,Endcap,Sales floor,1,2,1,14,20.75,4,
G1-EF,Endcap,Sales floor,1,2,2,14,20.75,4,
G1-EF,Endcap,Sales floor,1,2,3,14,20.75,4,
G1-EF,Endcap,Sales floor,1,3,1,14,20.75,4,
G1-EF,Endcap,Sales floor,1,3,2,14,20.75,4,
G1-EF,Endcap,Sales floor,1,3,3,14,20.75,4,
G1-EF,Endcap,Sales floor,1,4,1,14,20.75,4,
G1-EF,Endcap,Sales floor,1,4,2,14,20.75,4,
G1-EF,Endcap,Sales floor,1,4,3,14,20.75,4,
G1-EB,Endcap,Sales floor,1,1,1,14,59.25,4,
G1-EB,Endcap,Sales floor,1,1,2,14,59.25,4,
G1-EB,Endcap,Sales floor,1,1,3,14,59.25,4,
G1-EB,Endcap,Sales floor,1,2,1,14,59.25,4,
G1-EB,Endcap,Sales floor,1,2,2,14,59.25,4,
G1-EB,Endcap,Sales floor,1,2,3,14,59.25,4,
G1-EB,Endcap,Sales floor,1,3,1,14,59.25,4,
G1-EB,Endcap,Sales floor,1,3,2,14,59.25,4,
G1-EB,Endcap,Sales floor,1,3,3,14,59.25,4,
G1-EB,Endcap,Sales floor,1,4,1,14,59.25,4,
G1-EB,Endcap,Sales floor,1,4,2,14,59.25,4,
G1-EB,Endcap,Sales floor,1,4,3,14,59.25,4,
G2-EF,Endcap,Sales floor,1,1,1,24,20.75,4,
G2-EF,Endcap,Sales floor,1,1,2,24,20.75,4,
G2-EF,Endcap,Sales floor,1,1,3,24,20.75,4,
G2-EF,Endcap,Sales floor,1,2,1,24,20.75,4,
G2-EF,Endcap,Sales floor,1,2,2,24,20.75,4,
G2-EF,Endcap,Sales floor,1,2,3,24,20.75,4,
G2-EF,Endcap,Sales floor,1,3,1,24,20.75,4,
G2-EF,Endcap,Sales floor,1,3,2,24,20.75,4,
G2-EF,Endcap,Sales floor,1,3,3,24,20.75,4,
G2-EF,Endcap,Sales floor,1,4,1,24,20.75,4,
G2-EF,Endcap,Sales floor,1,4,2,24,20.75,4,
G2-EF,Endcap,Sales floor,1,4,3,24,20.75,4,
G2-EB,Endcap,Sales floor,1,1,1,24,59.25,4,
G2-EB,Endcap,Sales floor,1,1,2,24,59.25,4,
G2-EB,Endcap,Sales floor,1,1,3,24,59.25,4,
G2-EB,Endcap,Sales floor,1,2,1,24,59.25,4,
G2-EB,Endcap,Sales floor,1,2,2,24,59.25,4,
G2-EB,Endcap,Sales floor,1,2,3,24,59.25,4,
G2-EB,Endcap,Sales floor,1,3,1,24,59.25,4,
G2-EB,Endcap,Sales floor,1,3,2,24,59.25,4,
G2-EB,Endcap,Sales floor,1,3,3,24,59.25,4,
G2-EB,Endcap,Sales floor,1,4,1,24,59.25,4,
G2-EB,Endcap,Sales floor,1,4,2,24,59.25,4,
G2-EB,Endcap,Sales floor,1,4,3,24,59.25,4,
G3-EF,Endcap,Sales floor,1,1,1,34,20.75,4,
G3-EF,Endcap,Sales floor,1,1,2,34,20.75,4,
G3-EF,Endcap,Sales floor,1,1,3,34,20.75,4,
G3-EF,Endcap,Sales floor,1,2,1,34,20.75,4,
G3-EF,Endcap,Sales floor,1,2,2,34,20.75,4,
G3-EF,Endcap,Sales floor,1,2,3,34,20.75,4,
G3-EF,Endcap,Sales floor,1,3,1,34,20.75,4,
G3-EF,Endcap,Sales floor,1,3,2,34,20.75,4,
G3-EF,Endcap,Sales floor,1,3,3,34,20.75,4,
G3-EF,Endcap,Sales floor,1,4,1,34,20.75,4,
G3-EF,Endcap,Sales floor,1,4,2,34,20.75,4,
G3-EF,Endcap,Sales floor,1,4,3,34,20.75,4,
G3-EB,Endcap,Sales floor,1,1,1,34,59.25,4,
G3-EB,Endcap,Sales floor,1,1,2,34,59.25,4,
G3-EB,Endcap,Sales floor,1,1,3,34,59.25,4,
G3-EB,Endcap,Sales floor,1,2,1,34,59.25,4,
G3-EB,Endcap,Sales floor,1,2,2,34,59.25,4,
G3-EB,Endcap,Sales floor,1,2,3,34,59.25,4,
G3-EB,Endcap,Sales floor,1,3,1,34,59.25,4,
G3-EB,Endcap,Sales floor,1,3,2,34,59.25,4,
G3-EB,Endcap,Sales floor,1,3,3,34,59.25,4,
G3-EB,Endcap,Sales floor,1,4,1,34,59.25,4,
G3-EB,Endcap,Sales floor,1,4,2,34,59.25,4,
G3-EB,Endcap,Sales floor,1,4,3,34,59.25,4,
G4-EF,Endcap,Sales floor,1,1,1,44,20.75,4,
G4-EF,Endcap,Sales floor,1,1,2,44,20.75,4,
G4-EF,Endcap,Sales floor,1,1,3,44,20.75,4,
G4-EF,Endcap,Sales floor,1,2,1,44,20.75,4,
G4-EF,Endcap,Sales floor,1,2,2,44,20.75,4,
G4-EF,Endcap,Sales floor,1,2,3,44,20.75,4,
G4-EF,Endcap,Sales floor,1,3,1,44,20.75,4,
G4-EF,Endcap,Sales floor,1,3,2,44,20.75,4,
G4-EF,Endcap,Sales floor,1,3,3,44,20.75,4,
G4-EF,Endcap,Sales floor,1,4,1,44,20.75,4,
G4-EF,Endcap,Sales floor,1,4,2,44,20.75,4,
G4-EF,Endcap,Sales floor,1,4,3,44,20.75,4,
G4-EB,Endcap,Sales floor,1,1,1,44,59.25,4,
G4-EB,Endcap,Sales floor,1,1,2,44,59.25,4,
G4-EB,Endcap,Sales floor,1,1,3,44,59.25,4,
G4-EB,Endcap,Sales floor,1,2,1,44,59.25,4,
G4-EB,Endcap,Sales floor,1,2,2,44,59.25,4,
G4-EB,Endcap,Sales floor,1,2,3,44,59.25,4,
G4-EB,Endcap,Sales floor,1,3,1,44,59.25,4,
G4-EB,Endcap,Sales floor,1,3,2,44,59.25,4,
G4-EB,Endcap,Sales floor,1,3,3,44,59.25,4,
G4-EB,Endcap,Sales floor,1,4,1,44,59.25,4,
G4-EB,Endcap,Sales floor,1,4,2,44,59.25,4,
G4-EB,Endcap,Sales floor,1,4,3,44,59.25,4,
CASE,Showcase,Sales floor,1,1,1,58,26.00,3,
CASE,Showcase,Sales floor,1,1,2,58,26.00,3,
CASE,Showcase,Sales floor,1,1,3,58,26.00,3,
CASE,Showcase,Sales floor,1,1,4,58,26.00,3,
CASE,Showcase,Sales floor,1,2,1,58,26.00,3,
CASE,Showcase,Sales floor,1,2,2,58,26.00,3,
CASE,Showcase,Sales floor,1,2,3,58,26.00,3,
CASE,Showcase,Sales floor,1,2,4,58,26.00,3,
CASE,Showcase,Sales floor,1,3,1,58,26.00,3,
CASE,Showcase,Sales floor,1,3,2,58,26.00,3,
CASE,Showcase,Sales floor,1,3,3,58,26.00,3,
CASE,Showcase,Sales floor,1,3,4,58,26.00,3,
CASE,Showcase,Sales floor,2,1,1,58,30.00,3,
CASE,Showcase,Sales floor,2,1,2,58,30.00,3,
CASE,Showcase,Sales floor,2,1,3,58,30.00,3,
CASE,Showcase,Sales floor,2,1,4,58,30.00,3,
CASE,Showcase,Sales floor,2,2,1,58,30.00,3,
CASE,Showcase,Sales floor,2,2,2,58,30.00,3,
CASE,Showcase,Sales floor,2,2,3,58,30.00,3,
CASE,Showcase,Sales floor,2,2,4,58,30.00,3,
CASE,Showcase,Sales floor,2,3,1,58,30.00,3,
CASE,Showcase,Sales floor,2,3,2,58,30.00,3,
CASE,Showcase,Sales floor,2,3,3,58,30.00,3,
CASE,Showcase,Sales floor,2,3,4,58,30.00,3,
CASE,Showcase,Sales floor,3,1,1,58,34.00,3,
CASE,Showcase,Sales floor,3,1,2,58,34.00,3,
CASE,Showcase,Sales floor,3,1,3,58,34.00,3,
CASE,Showcase,Sales floor,3,1,4,58,34.00,3,
CASE,Showcase,Sales floor,3,2,1,58,34.00,3,
CASE,Showcase,Sales floor,3,2,2,58,34.00,3,
CASE,Showcase,Sales floor,3,2,3,58,34.00,3,
CASE,Showcase,Sales floor,3,2,4,58,34.00,3,
CASE,Showcase,Sales floor,3,3,1,58,34.00,3,
CASE,Showcase,Sales floor,3,3,2,58,34.00,3,
CASE,Showcase,Sales floor,3,3,3,58,34.00,3,
CASE,Showcase,Sales floor,3,3,4,58,34.00,3,
CASE,Showcase,Sales floor,4,1,1,58,38.00,3,
CASE,Showcase,Sales floor,4,1,2,58,38.00,3,
CASE,Showcase,Sales floor,4,1,3,58,38.00,3,
CASE,Showcase,Sales floor,4,1,4,58,38.00,3,
CASE,Showcase,Sales floor,4,2,1,58,38.00,3,
CASE,Showcase,Sales floor,4,2,2,58,38.00,3,
CASE,Showcase,Sales floor,4,2,3,58,38.00,3,
CASE,Showcase,Sales floor,4,2,4,58,38.00,3,
CASE,Showcase,Sales floor,4,3,1,58,38.00,3,
CASE,Showcase,Sales floor,4,3,2,58,38.00,3,
CASE,Showcase,Sales floor,4,3,3,58,38.00,3,
CASE,Showcase,Sales floor,4,3,4,58,38.00,3,
CASE,Showcase,Sales floor,5,1,1,58,42.00,3,
CASE,Showcase,Sales floor,5,1,2,58,42.00,3,
CASE,Showcase,Sales floor,5,1,3,58,42.00,3,
CASE,Showcase,Sales floor,5,1,4,58,42.00,3,
CASE,Showcase,Sales floor,5,2,1,58,42.00,3,
CASE,Showcase,Sales floor,5,2,2,58,42.00,3,
CASE,Showcase,Sales floor,5,2,3,58,42.00,3,
CASE,Showcase,Sales floor,5,2,4,58,42.00,3,
CASE,Showcase,Sales floor,5,3,1,58,42.00,3,
CASE,Showcase,Sales floor,5,3,2,58,42.00,3,
CASE,Showcase,Sales floor,5,3,3,58,42.00,3,
CASE,Showcase,Sales floor,5,3,4,58,42.00,3,
CASE,Showcase,Sales floor,6,1,1,58,46.00,3,
CASE,Showcase,Sales floor,6,1,2,58,46.00,3,
CASE,Showcase,Sales floor,6,1,3,58,46.00,3,
CASE,Showcase,Sales floor,6,1,4,58,46.00,3,
CASE,Showcase,Sales floor,6,2,1,58,46.00,3,
CASE,Showcase,Sales floor,6,2,2,58,46.00,3,
CASE,Showcase,Sales floor,6,2,3,58,46.00,3,
CASE,Showcase,Sales floor,6,2,4,58,46.00,3,
CASE,Showcase,Sales floor,6,3,1,58,46.00,3,
CASE,Showcase,Sales floor,6,3,2,58,46.00,3,
CASE,Showcase,Sales floor,6,3,3,58,46.00,3,
CASE,Showcase,Sales floor,6,3,4,58,46.00,3,
IMP,Impulse rack,Sales floor,1,1,1,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,1,2,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,2,1,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,2,2,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,3,1,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,3,2,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,4,1,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,1,4,2,55.4,7.20,1.2,
IMP,Impulse rack,Sales floor,2,1,1,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,1,2,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,2,1,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,2,2,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,3,1,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,3,2,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,4,1,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,2,4,2,55.4,9.60,1.2,
IMP,Impulse rack,Sales floor,3,1,1,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,1,2,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,2,1,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,2,2,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,3,1,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,3,2,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,4,1,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,3,4,2,55.4,12.00,1.2,
IMP,Impulse rack,Sales floor,4,1,1,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,1,2,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,2,1,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,2,2,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,3,1,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,3,2,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,4,1,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,4,4,2,55.4,14.40,1.2,
IMP,Impulse rack,Sales floor,5,1,1,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,1,2,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,2,1,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,2,2,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,3,1,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,3,2,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,4,1,55.4,16.80,1.2,
IMP,Impulse rack,Sales floor,5,4,2,55.4,16.80,1.2,
SEAS-1,Seasonal table,Sales floor,1,1,1,30,10.50,4,
